DATE,VIXCLS
1/26/2010,24.55
1/25/2010,25.41
1/22/2010,27.31
1/21/2010,22.27
1/20/2010,18.68
1/19/2010,17.58
1/18/2010,.
1/15/2010,17.91
1/14/2010,17.63
1/13/2010,17.85
1/12/2010,18.25
1/11/2010,17.55
1/8/2010,18.13
1/7/2010,19.06
1/6/2010,19.16
1/5/2010,19.35
1/4/2010,20.04
1/1/2010,.
12/31/2009,21.68
12/30/2009,19.96
12/29/2009,20.01
12/28/2009,19.93
12/25/2009,.
12/24/2009,19.47
12/23/2009,19.71
12/22/2009,19.54
12/21/2009,20.49
12/18/2009,21.68
12/17/2009,22.51
12/16/2009,20.54
12/15/2009,21.49
12/14/2009,21.15
12/11/2009,21.59
12/10/2009,22.32
12/9/2009,22.66
12/8/2009,23.69
12/7/2009,22.1
12/4/2009,21.25
12/3/2009,22.46
12/2/2009,21.12
12/1/2009,21.92
11/30/2009,24.51
11/27/2009,24.74
11/26/2009,.
11/25/2009,20.48
11/24/2009,20.47
11/23/2009,21.16
11/20/2009,22.19
11/19/2009,22.63
11/18/2009,21.63
11/17/2009,22.41
11/16/2009,22.89
11/13/2009,23.36
11/12/2009,24.24
11/11/2009,23.04
11/10/2009,22.84
11/9/2009,23.15
11/6/2009,24.19
11/5/2009,25.43
11/4/2009,27.72
11/3/2009,28.81
11/2/2009,29.78
10/30/2009,30.69
10/29/2009,24.76
10/28/2009,27.91
10/27/2009,24.83
10/26/2009,24.31
10/23/2009,22.27
10/22/2009,20.69
10/21/2009,22.22
10/20/2009,20.9
10/19/2009,21.49
10/16/2009,21.43
10/15/2009,21.72
10/14/2009,22.86
10/13/2009,22.99
10/12/2009,23.01
10/9/2009,23.12
10/8/2009,24.18
10/7/2009,24.68
10/6/2009,25.7
10/5/2009,26.84
10/2/2009,28.68
10/1/2009,28.27
9/30/2009,25.61
9/29/2009,25.19
9/28/2009,24.88
9/25/2009,25.61
9/24/2009,24.95
9/23/2009,23.49
9/22/2009,23.08
9/21/2009,24.06
9/18/2009,23.92
9/17/2009,23.65
9/16/2009,23.69
9/15/2009,23.42
9/14/2009,23.86
9/11/2009,24.15
9/10/2009,23.55
9/9/2009,24.32
9/8/2009,25.62
9/7/2009,.
9/4/2009,25.26
9/3/2009,27.1
9/2/2009,28.9
9/1/2009,29.15
8/31/2009,26.01
8/28/2009,24.76
8/27/2009,24.68
8/26/2009,24.95
8/25/2009,24.92
8/24/2009,25.14
8/21/2009,25.01
8/20/2009,25.09
8/19/2009,26.26
8/18/2009,26.18
8/17/2009,27.89
8/14/2009,24.27
8/13/2009,24.71
8/12/2009,25.45
8/11/2009,25.99
8/10/2009,24.99
8/7/2009,24.76
8/6/2009,25.67
8/5/2009,24.9
8/4/2009,24.89
8/3/2009,25.56
7/31/2009,25.92
7/30/2009,25.4
7/29/2009,25.61
7/28/2009,25.01
7/27/2009,24.28
7/24/2009,23.09
7/23/2009,23.43
7/22/2009,23.47
7/21/2009,23.87
7/20/2009,24.4
7/17/2009,24.34
7/16/2009,25.42
7/15/2009,25.89
7/14/2009,25.02
7/13/2009,26.31
7/10/2009,29.02
7/9/2009,29.78
7/8/2009,31.3
7/7/2009,30.85
7/6/2009,29
7/3/2009,.
7/2/2009,27.95
7/1/2009,26.22
6/30/2009,26.35
6/29/2009,25.35
6/26/2009,25.93
6/25/2009,26.36
6/24/2009,29.05
6/23/2009,30.58
6/22/2009,31.17
6/19/2009,27.99
6/18/2009,30.03
6/17/2009,31.54
6/16/2009,32.68
6/15/2009,30.81
6/12/2009,28.15
6/11/2009,28.11
6/10/2009,28.46
6/9/2009,28.27
6/8/2009,29.77
6/5/2009,29.62
6/4/2009,30.18
6/3/2009,31.02
6/2/2009,29.63
6/1/2009,30.04
5/29/2009,28.92
5/28/2009,31.67
5/27/2009,32.36
5/26/2009,30.62
5/25/2009,.
5/22/2009,32.63
5/21/2009,31.35
5/20/2009,29.03
5/19/2009,28.8
5/18/2009,30.24
5/15/2009,33.12
5/14/2009,31.37
5/13/2009,33.65
5/12/2009,31.8
5/11/2009,32.87
5/8/2009,32.05
5/7/2009,33.44
5/6/2009,32.45
5/5/2009,33.36
5/4/2009,34.53
5/1/2009,35.3
4/30/2009,36.5
4/29/2009,36.08
4/28/2009,37.95
4/27/2009,38.32
4/24/2009,36.82
4/23/2009,37.15
4/22/2009,38.1
4/21/2009,37.14
4/20/2009,39.18
4/17/2009,33.94
4/16/2009,35.79
4/15/2009,36.17
4/14/2009,37.67
4/13/2009,37.81
4/10/2009,.
4/9/2009,36.53
4/8/2009,38.85
4/7/2009,40.39
4/6/2009,40.93
4/3/2009,39.7
4/2/2009,42.04
4/1/2009,42.28
3/31/2009,44.14
3/30/2009,45.54
3/27/2009,41.04
3/26/2009,40.36
3/25/2009,42.25
3/24/2009,42.93
3/23/2009,43.23
3/20/2009,45.89
3/19/2009,43.68
3/18/2009,40.06
3/17/2009,40.8
3/16/2009,43.74
3/13/2009,42.36
3/12/2009,41.18
3/11/2009,43.61
3/10/2009,44.37
3/9/2009,49.68
3/6/2009,49.33
3/5/2009,50.17
3/4/2009,47.56
3/3/2009,50.93
3/2/2009,52.65
2/27/2009,46.35
2/26/2009,44.66
2/25/2009,44.67
2/24/2009,45.49
2/23/2009,52.62
2/20/2009,49.3
2/19/2009,47.08
2/18/2009,48.46
2/17/2009,48.66
2/16/2009,.
2/13/2009,42.93
2/12/2009,41.25
2/11/2009,44.53
2/10/2009,46.67
2/9/2009,43.64
2/6/2009,43.37
2/5/2009,43.73
2/4/2009,43.85
2/3/2009,43.06
2/2/2009,45.52
1/30/2009,44.84
1/29/2009,42.63
1/28/2009,39.66
1/27/2009,42.25
1/26/2009,45.69
1/23/2009,47.27
1/22/2009,47.29
1/21/2009,46.42
1/20/2009,56.65
1/19/2009,.
1/16/2009,46.11
1/15/2009,51
1/14/2009,49.14
1/13/2009,43.27
1/12/2009,45.84
1/9/2009,42.82
1/8/2009,42.56
1/7/2009,43.39
1/6/2009,38.56
1/5/2009,39.08
1/2/2009,39.19
1/1/2009,.
12/31/2008,40
12/30/2008,41.63
12/29/2008,43.9
12/26/2008,43.38
12/25/2008,.
12/24/2008,44.21
12/23/2008,45.02
12/22/2008,44.56
12/19/2008,44.93
12/18/2008,47.34
12/17/2008,49.84
12/16/2008,52.37
12/15/2008,56.76
12/12/2008,54.28
12/11/2008,55.78
12/10/2008,55.73
12/9/2008,58.91
12/8/2008,58.49
12/5/2008,59.93
12/4/2008,63.64
12/3/2008,60.72
12/2/2008,62.98
12/1/2008,68.51
11/28/2008,55.28
11/27/2008,.
11/26/2008,54.92
11/25/2008,60.9
11/24/2008,64.7
11/21/2008,72.67
11/20/2008,80.86
11/19/2008,74.26
11/18/2008,67.64
11/17/2008,69.15
11/14/2008,66.31
11/13/2008,59.83
11/12/2008,66.46
11/11/2008,61.44
11/10/2008,59.98
11/7/2008,56.1
11/6/2008,63.68
11/5/2008,54.56
11/4/2008,47.73
11/3/2008,53.68
10/31/2008,59.89
10/30/2008,62.9
10/29/2008,69.96
10/28/2008,66.96
10/27/2008,80.06
10/24/2008,79.13
10/23/2008,67.8
10/22/2008,69.65
10/21/2008,53.11
10/20/2008,52.97
10/17/2008,70.33
10/16/2008,67.61
10/15/2008,69.25
10/14/2008,55.13
10/13/2008,54.99
10/10/2008,69.95
10/9/2008,63.92
10/8/2008,57.53
10/7/2008,53.68
10/6/2008,52.05
10/3/2008,45.14
10/2/2008,45.26
10/1/2008,39.81
9/30/2008,39.39
9/29/2008,46.72
9/26/2008,34.74
9/25/2008,32.82
9/24/2008,35.19
9/23/2008,35.72
9/22/2008,33.85
9/19/2008,32.07
9/18/2008,33.1
9/17/2008,36.22
9/16/2008,30.3
9/15/2008,31.7
9/12/2008,25.66
9/11/2008,24.39
9/10/2008,24.52
9/9/2008,25.47
9/8/2008,22.64
9/5/2008,23.06
9/4/2008,24.03
9/3/2008,21.43
9/2/2008,21.99
9/1/2008,.
8/29/2008,20.65
8/28/2008,19.43
8/27/2008,19.76
8/26/2008,20.49
8/25/2008,20.97
8/22/2008,18.81
8/21/2008,19.82
8/20/2008,20.42
8/19/2008,21.28
8/18/2008,20.98
8/15/2008,19.58
8/14/2008,20.34
8/13/2008,21.55
8/12/2008,21.17
8/11/2008,20.12
8/8/2008,20.66
8/7/2008,21.15
8/6/2008,20.23
8/5/2008,21.14
8/4/2008,23.49
8/1/2008,22.57
7/31/2008,22.94
7/30/2008,21.21
7/29/2008,22.03
7/28/2008,24.23
7/25/2008,22.91
7/24/2008,23.44
7/23/2008,21.31
7/22/2008,21.18
7/21/2008,23.05
7/18/2008,24.05
7/17/2008,25.01
7/16/2008,25.1
7/15/2008,28.54
7/14/2008,28.48
7/11/2008,27.49
7/10/2008,25.59
7/9/2008,25.23
7/8/2008,23.15
7/7/2008,25.78
7/4/2008,.
7/3/2008,24.78
7/2/2008,25.92
7/1/2008,23.65
6/30/2008,23.95
6/27/2008,23.44
6/26/2008,23.93
6/25/2008,21.14
6/24/2008,22.42
6/23/2008,22.64
6/20/2008,22.87
6/19/2008,21.58
6/18/2008,22.24
6/17/2008,21.13
6/16/2008,20.95
6/13/2008,21.22
6/12/2008,23.33
6/11/2008,24.12
6/10/2008,23.18
6/9/2008,23.12
6/6/2008,23.56
6/5/2008,18.63
6/4/2008,20.8
6/3/2008,20.24
6/2/2008,19.83
5/30/2008,17.83
5/29/2008,18.14
5/28/2008,19.07
5/27/2008,19.64
5/26/2008,.
5/23/2008,19.55
5/22/2008,18.05
5/21/2008,18.59
5/20/2008,17.58
5/19/2008,17.01
5/16/2008,16.47
5/15/2008,16.3
5/14/2008,17.66
5/13/2008,17.98
5/12/2008,17.79
5/9/2008,19.41
5/8/2008,19.4
5/7/2008,19.73
5/6/2008,18.21
5/5/2008,18.9
5/2/2008,18.18
5/1/2008,18.88
4/30/2008,20.79
4/29/2008,20.24
4/28/2008,19.64
4/25/2008,19.59
4/24/2008,20.06
4/23/2008,20.26
4/22/2008,20.87
4/21/2008,20.5
4/18/2008,20.13
4/17/2008,20.37
4/16/2008,20.53
4/15/2008,22.78
4/14/2008,23.82
4/11/2008,23.46
4/10/2008,21.98
4/9/2008,22.81
4/8/2008,22.36
4/7/2008,22.42
4/4/2008,22.45
4/3/2008,23.21
4/2/2008,23.43
4/1/2008,22.68
3/31/2008,25.61
3/28/2008,25.71
3/27/2008,25.88
3/26/2008,26.08
3/25/2008,25.72
3/24/2008,25.73
3/21/2008,.
3/20/2008,26.62
3/19/2008,29.84
3/18/2008,25.79
3/17/2008,32.24
3/14/2008,31.16
3/13/2008,27.29
3/12/2008,27.22
3/11/2008,26.36
3/10/2008,29.38
3/7/2008,27.49
3/6/2008,27.55
3/5/2008,24.6
3/4/2008,25.52
3/3/2008,26.28
2/29/2008,26.54
2/28/2008,23.53
2/27/2008,22.69
2/26/2008,21.9
2/25/2008,23.03
2/22/2008,24.06
2/21/2008,25.12
2/20/2008,24.4
2/19/2008,25.59
2/18/2008,.
2/15/2008,25.02
2/14/2008,25.54
2/13/2008,24.88
2/12/2008,26.33
2/11/2008,27.6
2/8/2008,28.01
2/7/2008,27.66
2/6/2008,28.97
2/5/2008,28.24
2/4/2008,25.99
2/1/2008,24.02
1/31/2008,26.2
1/30/2008,27.62
1/29/2008,27.32
1/28/2008,27.78
1/25/2008,29.08
1/24/2008,27.78
1/23/2008,29.02
1/22/2008,31.01
1/21/2008,.
1/18/2008,27.18
1/17/2008,28.46
1/16/2008,24.38
1/15/2008,23.34
1/14/2008,22.9
1/11/2008,23.68
1/10/2008,23.45
1/9/2008,24.12
1/8/2008,25.43
1/7/2008,23.79
1/4/2008,23.94
1/3/2008,22.49
1/2/2008,23.17
1/1/2008,.
12/31/2007,22.5
12/28/2007,20.74
12/27/2007,20.26
12/26/2007,18.66
12/25/2007,.
12/24/2007,18.6
12/21/2007,18.47
12/20/2007,20.58
12/19/2007,21.68
12/18/2007,22.64
12/17/2007,24.52
12/14/2007,23.27
12/13/2007,22.56
12/12/2007,22.47
12/11/2007,23.59
12/10/2007,20.74
12/7/2007,20.85
12/6/2007,20.96
12/5/2007,22.53
12/4/2007,23.79
12/3/2007,23.61
11/30/2007,22.87
11/29/2007,23.97
11/28/2007,24.11
11/27/2007,26.28
11/26/2007,28.91
11/23/2007,25.61
11/22/2007,.
11/21/2007,26.84
11/20/2007,24.88
11/19/2007,26.01
11/16/2007,25.49
11/15/2007,28.06
11/14/2007,25.94
11/13/2007,24.1
11/12/2007,31.09
11/9/2007,28.5
11/8/2007,26.16
11/7/2007,26.49
11/6/2007,21.39
11/5/2007,24.31
11/2/2007,23.01
11/1/2007,23.21
10/31/2007,18.53
10/30/2007,21.07
10/29/2007,19.87
10/26/2007,19.56
10/25/2007,21.17
10/24/2007,20.8
10/23/2007,20.41
10/22/2007,21.64
10/19/2007,22.96
10/18/2007,18.5
10/17/2007,18.54
10/16/2007,20.02
10/15/2007,19.25
10/12/2007,17.73
10/11/2007,18.88
10/10/2007,16.67
10/9/2007,16.12
10/8/2007,17.46
10/5/2007,16.91
10/4/2007,18.44
10/3/2007,18.8
10/2/2007,18.49
10/1/2007,17.84
9/28/2007,18
9/27/2007,17
9/26/2007,17.63
9/25/2007,18.6
9/24/2007,19.37
9/21/2007,19
9/20/2007,20.45
9/19/2007,20.03
9/18/2007,20.35
9/17/2007,26.48
9/14/2007,24.92
9/13/2007,24.76
9/12/2007,24.96
9/11/2007,25.27
9/10/2007,27.38
9/7/2007,26.23
9/6/2007,23.99
9/5/2007,24.58
9/4/2007,22.78
9/3/2007,.
8/31/2007,23.38
8/30/2007,25.06
8/29/2007,23.81
8/28/2007,26.3
8/27/2007,22.72
8/24/2007,20.72
8/23/2007,22.62
8/22/2007,22.89
8/21/2007,25.25
8/20/2007,26.33
8/17/2007,29.99
8/16/2007,30.83
8/15/2007,30.67
8/14/2007,27.68
8/13/2007,26.57
8/10/2007,28.3
8/9/2007,26.48
8/8/2007,21.45
8/7/2007,21.56
8/6/2007,22.94
8/3/2007,25.16
8/2/2007,21.22
8/1/2007,23.67
7/31/2007,23.52
7/30/2007,20.87
7/27/2007,24.17
7/26/2007,20.74
7/25/2007,18.1
7/24/2007,18.55
7/23/2007,16.81
7/20/2007,16.95
7/19/2007,15.23
7/18/2007,16
7/17/2007,15.63
7/16/2007,15.59
7/13/2007,15.15
7/12/2007,15.54
7/11/2007,16.64
7/10/2007,17.57
7/9/2007,15.16
7/6/2007,14.72
7/5/2007,15.48
7/4/2007,.
7/3/2007,14.92
7/2/2007,15.4
6/29/2007,16.23
6/28/2007,15.54
6/27/2007,15.53
6/26/2007,18.89
6/25/2007,16.65
6/22/2007,15.75
6/21/2007,14.21
6/20/2007,14.67
6/19/2007,12.85
6/18/2007,13.42
6/15/2007,13.94
6/14/2007,13.64
6/13/2007,14.73
6/12/2007,16.67
6/11/2007,14.71
6/8/2007,14.84
6/7/2007,17.06
6/6/2007,14.87
6/5/2007,13.63
6/4/2007,13.29
6/1/2007,12.78
5/31/2007,13.05
5/30/2007,12.83
5/29/2007,13.53
5/28/2007,.
5/25/2007,13.34
5/24/2007,14.08
5/23/2007,13.24
5/22/2007,13.06
5/21/2007,13.3
5/18/2007,12.76
5/17/2007,13.51
5/16/2007,13.5
5/15/2007,14.01
5/14/2007,13.96
5/11/2007,12.95
5/10/2007,13.6
5/9/2007,12.88
5/8/2007,13.21
5/7/2007,13.15
5/4/2007,12.91
5/3/2007,13.09
5/2/2007,13.08
5/1/2007,13.51
4/30/2007,14.22
4/27/2007,12.45
4/26/2007,12.79
4/25/2007,13.21
4/24/2007,13.12
4/23/2007,13.04
4/20/2007,12.07
4/19/2007,12.54
4/18/2007,12.42
4/17/2007,12.14
4/16/2007,11.98
4/13/2007,12.2
4/12/2007,12.71
4/11/2007,13.49
4/10/2007,12.68
4/9/2007,13.14
4/6/2007,.
4/5/2007,13.23
4/4/2007,13.24
4/3/2007,13.46
4/2/2007,14.53
3/30/2007,14.64
3/29/2007,15.14
3/28/2007,14.98
3/27/2007,13.48
3/26/2007,13.16
3/23/2007,12.95
3/22/2007,12.93
3/21/2007,12.19
3/20/2007,13.27
3/19/2007,14.59
3/16/2007,16.79
3/15/2007,16.43
3/14/2007,17.27
3/13/2007,18.13
3/12/2007,13.99
3/9/2007,14.09
3/8/2007,14.29
3/7/2007,15.24
3/6/2007,15.96
3/5/2007,19.63
3/2/2007,18.61
3/1/2007,15.82
2/28/2007,15.42
2/27/2007,18.31
2/26/2007,11.15
2/23/2007,10.58
2/22/2007,10.18
2/21/2007,10.2
2/20/2007,10.24
2/19/2007,.
2/16/2007,10.02
2/15/2007,10.22
2/14/2007,10.23
2/13/2007,10.34
2/12/2007,11.61
2/9/2007,11.1
2/8/2007,10.44
2/7/2007,10.32
2/6/2007,10.65
2/5/2007,10.55
2/2/2007,10.08
2/1/2007,10.31
1/31/2007,10.42
1/30/2007,10.96
1/29/2007,11.45
1/26/2007,11.13
1/25/2007,11.22
1/24/2007,9.89
1/23/2007,10.34
1/22/2007,10.77
1/19/2007,10.4
1/18/2007,10.85
1/17/2007,10.59
1/16/2007,10.74
1/15/2007,.
1/12/2007,10.15
1/11/2007,10.87
1/10/2007,11.47
1/9/2007,11.91
1/8/2007,12
1/5/2007,12.14
1/4/2007,11.51
1/3/2007,12.04
1/2/2007,.
1/1/2007,.
12/29/2006,11.56
12/28/2006,10.99
12/27/2006,10.64
12/26/2006,11.26
12/25/2006,.
12/22/2006,11.36
12/21/2006,10.53
12/20/2006,10.26
12/19/2006,10.3
12/18/2006,10.6
12/15/2006,10.05
12/14/2006,9.97
12/13/2006,10.18
12/12/2006,10.65
12/11/2006,10.71
12/8/2006,12.07
12/7/2006,12.67
12/6/2006,11.33
12/5/2006,11.27
12/4/2006,11.23
12/1/2006,11.66
11/30/2006,10.91
11/29/2006,10.83
11/28/2006,11.62
11/27/2006,12.3
11/24/2006,10.73
11/23/2006,.
11/22/2006,10.14
11/21/2006,9.9
11/20/2006,9.97
11/17/2006,10.05
11/16/2006,10.16
11/15/2006,10.31
11/14/2006,10.5
11/13/2006,10.86
11/10/2006,10.79
11/9/2006,11.01
11/8/2006,10.75
11/7/2006,11.09
11/6/2006,11.16
11/3/2006,11.16
11/2/2006,11.42
11/1/2006,11.51
10/31/2006,11.1
10/30/2006,11.2
10/27/2006,10.8
10/26/2006,10.56
10/25/2006,10.66
10/24/2006,10.78
10/23/2006,11.08
10/20/2006,10.63
10/19/2006,10.9
10/18/2006,11.34
10/17/2006,11.73
10/16/2006,11.09
10/13/2006,10.75
10/12/2006,11.09
10/11/2006,11.62
10/10/2006,11.52
10/9/2006,11.68
10/6/2006,11.56
10/5/2006,11.98
10/4/2006,11.86
10/3/2006,12.24
10/2/2006,12.57
9/29/2006,11.98
9/28/2006,11.72
9/27/2006,11.58
9/26/2006,11.53
9/25/2006,12.12
9/22/2006,12.59
9/21/2006,12.25
9/20/2006,11.39
9/19/2006,11.98
9/18/2006,11.78
9/15/2006,11.76
9/14/2006,11.55
9/13/2006,11.18
9/12/2006,11.92
9/11/2006,12.99
9/8/2006,13.16
9/7/2006,13.88
9/6/2006,13.74
9/5/2006,12.63
9/4/2006,.
9/1/2006,11.96
8/31/2006,12.31
8/30/2006,12.22
8/29/2006,12.28
8/28/2006,12.18
8/25/2006,12.31
8/24/2006,12.4
8/23/2006,12.4
8/22/2006,12.19
8/21/2006,12.22
8/18/2006,11.64
8/17/2006,12.24
8/16/2006,12.41
8/15/2006,13.42
8/14/2006,14.26
8/11/2006,14.3
8/10/2006,14.46
8/9/2006,15.2
8/8/2006,15.23
8/7/2006,15.23
8/4/2006,14.34
8/3/2006,14.46
8/2/2006,14.34
8/1/2006,15.05
7/31/2006,14.95
7/28/2006,14.33
7/27/2006,14.94
7/26/2006,14.62
7/25/2006,14.85
7/24/2006,14.98
7/21/2006,17.4
7/20/2006,16.21
7/19/2006,15.55
7/18/2006,17.74
7/17/2006,18.64
7/14/2006,18.05
7/13/2006,17.79
7/12/2006,14.49
7/11/2006,13.14
7/10/2006,14.02
7/7/2006,13.97
7/6/2006,13.65
7/5/2006,14.15
7/4/2006,.
7/3/2006,13.05
6/30/2006,13.08
6/29/2006,13.03
6/28/2006,15.79
6/27/2006,16.4
6/26/2006,15.62
6/23/2006,15.89
6/22/2006,15.88
6/21/2006,15.52
6/20/2006,16.69
6/19/2006,17.83
6/16/2006,17.25
6/15/2006,15.9
6/14/2006,21.46
6/13/2006,23.81
6/12/2006,20.96
6/9/2006,18.12
6/8/2006,18.35
6/7/2006,17.8
6/6/2006,17.34
6/5/2006,16.65
6/2/2006,14.32
6/1/2006,14.52
5/31/2006,16.44
5/30/2006,18.66
5/29/2006,.
5/26/2006,14.26
5/25/2006,15.5
5/24/2006,17.36
5/23/2006,18.26
5/22/2006,17.72
5/19/2006,17.18
5/18/2006,16.99
5/17/2006,16.26
5/16/2006,13.35
5/15/2006,13.57
5/12/2006,14.19
5/11/2006,12.49
5/10/2006,11.78
5/9/2006,11.99
5/8/2006,12
5/5/2006,11.62
5/4/2006,11.86
5/3/2006,11.99
5/2/2006,11.99
5/1/2006,12.54
4/28/2006,11.59
4/27/2006,11.84
4/26/2006,11.76
4/25/2006,11.75
4/24/2006,11.75
4/21/2006,11.59
4/20/2006,11.64
4/19/2006,11.32
4/18/2006,11.4
4/17/2006,12.58
4/14/2006,.
4/13/2006,12.38
4/12/2006,12.76
4/11/2006,13
4/10/2006,12.19
4/7/2006,12.26
4/6/2006,11.45
4/5/2006,11.13
4/4/2006,11.14
4/3/2006,11.57
3/31/2006,11.39
3/30/2006,11.57
3/29/2006,10.95
3/28/2006,11.58
3/27/2006,11.46
3/24/2006,11.19
3/23/2006,11.17
3/22/2006,11.21
3/21/2006,11.62
3/20/2006,11.79
3/17/2006,12.12
3/16/2006,11.98
3/15/2006,11.35
3/14/2006,10.74
3/13/2006,11.37
3/10/2006,11.85
3/9/2006,12.68
3/8/2006,12.32
3/7/2006,12.66
3/6/2006,12.74
3/3/2006,11.96
3/2/2006,11.72
3/1/2006,11.54
2/28/2006,12.34
2/27/2006,11.59
2/24/2006,11.46
2/23/2006,11.87
2/22/2006,11.88
2/21/2006,12.41
2/20/2006,.
2/17/2006,12.01
2/16/2006,11.48
2/15/2006,12.31
2/14/2006,12.25
2/13/2006,13.35
2/10/2006,12.87
2/9/2006,13.12
2/8/2006,12.83
2/7/2006,13.59
2/6/2006,13.04
2/3/2006,12.96
2/2/2006,13.23
2/1/2006,12.36
1/31/2006,12.95
1/30/2006,12.39
1/27/2006,11.97
1/26/2006,12.42
1/25/2006,12.87
1/24/2006,13.31
1/23/2006,13.93
1/20/2006,14.56
1/19/2006,11.98
1/18/2006,12.25
1/17/2006,11.91
1/16/2006,.
1/13/2006,11.23
1/12/2006,11.2
1/11/2006,10.94
1/10/2006,10.86
1/9/2006,11.13
1/6/2006,11
1/5/2006,11.31
1/4/2006,11.37
1/3/2006,11.14
1/2/2006,.
12/30/2005,12.07
12/29/2005,11.61
12/28/2005,11.35
12/27/2005,11.57
12/26/2005,.
12/23/2005,10.27
12/22/2005,10.29
12/21/2005,10.81
12/20/2005,11.19
12/19/2005,11.38
12/16/2005,10.68
12/15/2005,10.73
12/14/2005,10.48
12/13/2005,11.11
12/12/2005,11.47
12/9/2005,11.69
12/8/2005,12.21
12/7/2005,12.18
12/6/2005,11.52
12/5/2005,11.6
12/2/2005,11.01
12/1/2005,11.24
11/30/2005,12.06
11/29/2005,11.89
11/28/2005,11.84
11/25/2005,10.88
11/24/2005,.
11/23/2005,10.96
11/22/2005,10.6
11/21/2005,10.82
11/18/2005,11.12
11/17/2005,11.25
11/16/2005,12.26
11/15/2005,12.23
11/14/2005,12.18
11/11/2005,11.63
11/10/2005,11.9
11/9/2005,12.8
11/8/2005,13.08
11/7/2005,13.1
11/4/2005,13.17
11/3/2005,13
11/2/2005,13.48
11/1/2005,14.85
10/31/2005,15.32
10/28/2005,14.25
10/27/2005,16.02
10/26/2005,14.59
10/25/2005,14.53
10/24/2005,14.74
10/21/2005,16.13
10/20/2005,16.11
10/19/2005,13.5
10/18/2005,15.33
10/17/2005,14.67
10/14/2005,14.87
10/13/2005,16.47
10/12/2005,16.22
10/11/2005,15.63
10/10/2005,15.55
10/7/2005,14.59
10/6/2005,14.96
10/5/2005,14.55
10/4/2005,13.2
10/3/2005,12.46
9/30/2005,11.92
9/29/2005,12.24
9/28/2005,12.63
9/27/2005,12.76
9/26/2005,13.04
9/23/2005,12.96
9/22/2005,13.33
9/21/2005,13.79
9/20/2005,12.64
9/19/2005,12.14
9/16/2005,11.22
9/15/2005,12.49
9/14/2005,12.91
9/13/2005,12.39
9/12/2005,11.65
9/9/2005,11.98
9/8/2005,12.93
9/7/2005,12.52
9/6/2005,12.93
9/5/2005,.
9/2/2005,13.57
9/1/2005,13.15
8/31/2005,12.6
8/30/2005,13.65
8/29/2005,13.52
8/26/2005,13.72
8/25/2005,13.73
8/24/2005,14.17
8/23/2005,13.34
8/22/2005,13.42
8/19/2005,13.42
8/18/2005,13.42
8/17/2005,13.3
8/16/2005,13.52
8/15/2005,12.26
8/12/2005,12.74
8/11/2005,12.42
8/10/2005,12.38
8/9/2005,12.4
8/8/2005,13.21
8/5/2005,12.48
8/4/2005,12.52
8/3/2005,11.83
8/2/2005,11.75
8/1/2005,12.08
7/29/2005,11.57
7/28/2005,10.52
7/27/2005,10.36
7/26/2005,10.99
7/25/2005,11.1
7/22/2005,10.52
7/21/2005,10.97
7/20/2005,10.23
7/19/2005,10.45
7/18/2005,10.77
7/15/2005,10.33
7/14/2005,10.81
7/13/2005,10.84
7/12/2005,10.95
7/11/2005,11.28
7/8/2005,11.45
7/7/2005,12.49
7/6/2005,12.27
7/5/2005,11.68
7/4/2005,.
7/1/2005,11.4
6/30/2005,12.04
6/29/2005,11.77
6/28/2005,11.58
6/27/2005,12.52
6/24/2005,12.18
6/23/2005,12.13
6/22/2005,11.05
6/21/2005,11.08
6/20/2005,11.47
6/17/2005,11.48
6/16/2005,11.15
6/15/2005,11.46
6/14/2005,11.79
6/13/2005,11.65
6/10/2005,11.96
6/9/2005,12.08
6/8/2005,12.7
6/7/2005,12.39
6/6/2005,12.28
6/3/2005,12.15
6/2/2005,11.84
6/1/2005,12.36
5/31/2005,13.29
5/30/2005,.
5/27/2005,12.15
5/26/2005,12.24
5/25/2005,12.58
5/24/2005,12.69
5/23/2005,12.95
5/20/2005,13.14
5/19/2005,13.32
5/18/2005,13.63
5/17/2005,14.57
5/16/2005,15.68
5/13/2005,16.32
5/12/2005,16.12
5/11/2005,14.45
5/10/2005,14.91
5/9/2005,13.75
5/6/2005,14.05
5/5/2005,13.98
5/4/2005,13.85
5/3/2005,14.53
5/2/2005,15.12
4/29/2005,15.31
4/28/2005,16.86
4/27/2005,14.87
4/26/2005,14.91
4/25/2005,14.62
4/22/2005,15.38
4/21/2005,14.41
4/20/2005,16.92
4/19/2005,14.96
4/18/2005,16.56
4/15/2005,17.74
4/14/2005,14.53
4/13/2005,13.31
4/12/2005,11.3
4/11/2005,11.98
4/8/2005,12.62
4/7/2005,12.33
4/6/2005,13.15
4/5/2005,13.68
4/4/2005,14.11
4/1/2005,14.09
3/31/2005,14.02
3/30/2005,13.64
3/29/2005,14.49
3/28/2005,13.75
3/25/2005,.
3/24/2005,13.42
3/23/2005,14.06
3/22/2005,14.27
3/21/2005,13.61
3/18/2005,13.14
3/17/2005,13.29
3/16/2005,13.49
3/15/2005,13.15
3/14/2005,12.39
3/11/2005,12.8
3/10/2005,12.49
3/9/2005,12.7
3/8/2005,12.4
3/7/2005,12.26
3/4/2005,11.94
3/3/2005,12.93
3/2/2005,12.5
3/1/2005,12.04
2/28/2005,12.08
